0.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.000000e-01 1.004996e+00 9.991669e-03 0.000000e+00 0.000000e+00 0.000000e+00 
2.500000e-01 1.031088e+00 6.217516e-02 0.000000e+00 0.000000e+00 0.000000e+00 
4.750000e-01 1.110707e+00 2.214146e-01 0.000000e+00 0.000000e+00 0.000000e+00 
8.125000e-01 1.312314e+00 6.246289e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.151892e+00 1.593241e+00 1.186481e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.508492e+00 1.937736e+00 1.875471e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.905342e+00 2.328340e+00 2.656681e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.330938e+00 2.689024e+00 3.378048e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.682652e+00 2.896522e+00 3.793044e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.021049e+00 2.992743e+00 3.985487e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.352554e+00 2.977830e+00 3.955660e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.682772e+00 2.857102e+00 3.714203e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.016271e+00 2.641244e+00 3.282488e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.358667e+00 2.346392e+00 2.692784e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.719845e+00 1.992544e+00 1.985087e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.133000e+00 1.591682e+00 1.183364e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.538413e+00 1.264758e+00 5.295153e-01 0.000000e+00 0.000000e+00 0.000000e+00 
5.886441e+00 1.077676e+00 1.553519e-01 0.000000e+00 0.000000e+00 0.000000e+00 
6.223128e+00 1.001803e+00 3.605831e-03 0.000000e+00 0.000000e+00 0.000000e+00 
6.554045e+00 1.036459e+00 7.291727e-02 0.000000e+00 0.000000e+00 0.000000e+00 
6.884511e+00 1.175414e+00 3.508273e-01 0.000000e+00 0.000000e+00 0.000000e+00 
7.219147e+00 1.406955e+00 8.139105e-01 0.000000e+00 0.000000e+00 0.000000e+00 
7.563992e+00 1.714058e+00 1.428116e+00 0.000000e+00 0.000000e+00 0.000000e+00 
7.930580e+00 2.076523e+00 2.153047e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.360703e+00 2.485313e+00 2.970627e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.745222e+00 2.777852e+00 3.555703e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.090752e+00 2.944730e+00 3.889460e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.425866e+00 2.999999e+00 3.999999e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.756363e+00 2.945528e+00 3.891055e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.000000e+01 2.839072e+00 3.678143e+00 0.000000e+00 0.000000e+00 0.000000e+00 
